name	count_reads_SRX	count_reads_ER14	count_reads_ER23	count_reads_ER16	count_reads_ER18	count_reads_ER17	count_reads_ER21	count_reads_ER13	count_reads_ER22	count_reads_ER15	count_reads_ER19	count_reads_ER12	count_reads_ER20	gene
ENST00000644954.1	1	0	0	0	0	0	0	0	0	0	0	0	0	SPAST
ENST00000419425.1	27	0	0	0	0	0	0	0	0	0	0	0	0	CDC42EP3-AS1
ENST00000354545.8	0	0	0	0	0	0	0	0	0	1	1	0	0	RMDN2
ENST00000406384.5	0	0	0	0	0	0	0	0	0	1	1	0	0	RMDN2
ENST00000407257.5	0	0	0	0	0	0	0	0	0	1	1	0	0	RMDN2
ENST00000417700.6	0	0	0	0	0	0	0	0	0	1	1	0	0	RMDN2
ENST00000628135.3	0	0	0	0	0	0	0	2	0	0	0	0	0	CYP1B1-AS1
ENST00000660098.1	0	0	0	0	0	0	0	2	0	0	0	0	0	CYP1B1-AS1
ENST00000653077.1	0	0	0	0	0	0	0	2	0	0	0	0	0	CYP1B1-AS1
ENST00000413828.3	0	0	0	0	0	0	0	2	0	0	0	0	0	CYP1B1-AS1
ENST00000699627.1	0	0	0	0	0	0	0	0	0	0	0	0	0	CDKL4
ENST00000671403.1	0	0	1	1	0	0	0	2	0	0	0	2	1	MAP4K3-DT
ENST00000658048.1	0	0	1	1	0	0	0	2	0	0	0	2	1	MAP4K3-DT
ENST00000425775.2	0	0	1	1	0	0	0	2	0	0	0	2	1	MAP4K3-DT
ENST00000282406.9	0	0	0	0	0	0	0	0	0	0	0	0	0	PLEKHH2
ENST00000378494.8	18	0	0	0	0	0	0	0	0	0	0	0	0	CAMKMT
ENST00000402247.5	18	0	0	0	0	0	0	0	0	0	0	0	0	CAMKMT
ENST00000648897.1	0	0	0	0	0	0	0	0	0	0	0	0	0	VRK2
ENST00000435505.6	0	0	0	0	0	0	0	0	0	0	0	0	0	VRK2
ENST00000417641.6	0	0	0	0	0	0	0	0	0	0	0	0	0	VRK2
ENST00000427708.7	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000403295.8	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696434.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696319.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000233741.9	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696316.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696620.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696635.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000402135.8	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696547.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696371.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696567.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696305.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000449070.6	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000446381.6	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696624.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696326.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696510.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696530.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696307.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696594.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000696595.1	2	0	0	0	4	1	0	1	1	1	1	4	3	FANCL
ENST00000650010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000285673
ENST00000272321.12	2	0	0	0	0	0	0	0	0	0	0	0	0	WDPCP
ENST00000409199.5	2	0	0	0	0	0	0	0	0	0	0	0	0	WDPCP
ENST00000409120.5	2	0	0	0	0	0	0	0	0	0	0	0	0	WDPCP
ENST00000398544.7	2	0	0	0	0	0	0	0	0	0	0	0	0	WDPCP
ENST00000652561.2	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01829
ENST00000409544.5	28	2	3	3	1	0	4	7	3	2	1	4	4	ZNF638
ENST00000264447.9	28	2	3	3	1	0	4	7	3	2	1	4	4	ZNF638
ENST00000604011.5	1	0	0	0	0	0	0	0	0	0	0	0	0	RNF103-CHMP3
ENST00000695456.1	11	1	1	3	8	0	0	2	0	2	1	4	5	ENSG00000289685
ENST00000295246.7	15	0	0	0	0	0	0	0	0	0	0	0	0	ANKRD36C
ENST00000393483.8	0	0	0	0	0	0	0	0	0	0	0	0	0	TSGA10
ENST00000674128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	TSGA10
ENST00000410001.5	0	0	0	0	0	0	0	0	0	0	0	0	0	TSGA10
ENST00000355053.8	0	0	0	0	0	0	0	0	0	0	0	0	0	TSGA10
ENST00000283148.12	11	0	0	0	2	0	0	0	0	0	0	0	0	UXS1
ENST00000409501.7	11	0	0	0	2	0	0	0	0	0	0	0	0	UXS1
ENST00000443902.6	0	0	0	0	0	0	0	0	0	0	0	0	0	EPB41L5
ENST00000263713.10	0	0	0	0	0	0	0	0	0	0	0	0	0	EPB41L5
ENST00000331393.8	0	0	0	0	0	0	0	0	0	0	0	0	0	EPB41L5
ENST00000443124.5	0	0	0	0	0	0	0	0	0	0	0	0	0	EPB41L5
ENST00000452780.1	0	0	0	0	0	0	0	0	0	0	0	0	0	EPB41L5
ENST00000280098.9	1	0	0	0	0	0	0	0	0	0	0	0	0	SPOPL
ENST00000407073.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MBD5
ENST00000642680.2	0	0	0	0	0	0	0	0	0	0	0	0	0	MBD5
ENST00000638043.2	0	0	0	0	0	0	0	0	0	0	0	0	0	MBD5
ENST00000627651.2	0	0	0	0	0	0	0	0	0	0	0	0	0	MBD5
ENST00000258484.11	25	0	0	0	0	0	0	0	0	0	0	0	0	EPC2
ENST00000687950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	MMADHC-DT
ENST00000702116.1	0	0	0	0	0	0	0	0	0	0	0	0	0	MMADHC-DT
ENST00000243349.13	1	0	0	0	0	0	0	0	0	0	0	0	0	ACVR1C
ENST00000504764.5	2	0	0	0	0	0	0	0	0	0	0	0	0	LY75-CD302
ENST00000505052.1	2	0	0	0	0	0	0	0	0	0	0	0	0	LY75-CD302
ENST00000620391.4	0	0	0	0	0	0	0	1	0	0	0	0	0	ITGB6
ENST00000283249.7	0	0	0	0	0	0	0	1	0	0	0	0	0	ITGB6
ENST00000428609.6	0	0	0	0	0	0	0	1	0	0	0	0	0	ITGB6
ENST00000409967.6	0	0	0	0	0	0	0	1	0	0	0	0	0	ITGB6
ENST00000409872.1	0	0	0	0	0	0	0	1	0	0	0	0	0	ITGB6
ENST00000259075.6	11	0	0	0	0	0	0	0	0	0	0	0	0	TANK
ENST00000649046.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LRP2
ENST00000443831.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LRP2
ENST00000715295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ITGA6
ENST00000539448.5	0	0	0	0	0	0	0	0	0	0	0	0	1	MAP3K20
ENST00000409176.6	0	0	0	0	0	0	0	0	0	0	0	0	1	MAP3K20
ENST00000338983.7	0	0	0	0	0	0	0	0	0	0	0	0	1	MAP3K20
ENST00000375213.8	0	0	0	0	0	0	0	0	0	0	0	0	1	MAP3K20
ENST00000249442.11	2	0	0	0	0	0	0	0	0	1	0	0	0	MTX2
ENST00000443241.5	2	0	0	0	0	0	0	0	0	1	0	0	0	MTX2
ENST00000680770.1	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000637633.2	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000679459.1	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000409888.1	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000264167.11	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000642466.2	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000680155.1	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000679478.1	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000681449.1	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000679994.1	7	0	0	0	0	0	0	0	0	0	0	0	0	AGPS
ENST00000443758.7	0	0	0	0	0	0	0	0	0	0	0	0	0	CCDC141
ENST00000428443.8	2	0	0	0	0	0	1	0	0	0	0	0	0	SESTD1
ENST00000409365.6	0	0	0	0	0	0	0	0	0	0	0	0	0	PDE1A
ENST00000653710.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000287621
ENST00000655126.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01473
ENST00000658990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01473
ENST00000392320.7	88	0	0	0	0	0	0	0	0	0	0	0	0	STAT4
ENST00000413064.6	88	0	0	0	0	0	0	0	0	0	0	0	0	STAT4
ENST00000358470.8	88	0	0	0	0	0	0	0	0	0	0	0	0	STAT4
ENST00000432798.2	88	0	0	0	0	0	0	0	0	0	0	0	0	STAT4
ENST00000450994.2	88	0	0	0	0	0	0	0	0	0	0	0	0	STAT4
ENST00000714287.1	88	0	0	0	0	0	0	0	0	0	0	0	0	STAT4
ENST00000357799.9	0	0	1	0	0	0	0	0	0	0	0	0	0	SGO2
ENST00000374700.7	1	0	0	0	0	0	0	0	0	0	0	0	0	AOX1
ENST00000420418.5	0	0	0	0	0	0	0	0	0	0	0	0	0	LANCL1-AS1
ENST00000445174.5	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC00607
ENST00000423530.5	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC00607
ENST00000264414.9	18	0	0	0	1	0	0	1	0	1	0	1	0	CUL3
ENST00000344951.8	18	0	0	0	1	0	0	1	0	1	0	1	0	CUL3
ENST00000409096.5	18	0	0	0	1	0	0	1	0	1	0	1	0	CUL3
ENST00000409777.5	18	0	0	0	1	0	0	1	0	1	0	1	0	CUL3
ENST00000396625.5	0	0	0	0	0	0	0	0	0	0	0	0	0	COL4A4
ENST00000420434.7	16	0	0	0	0	0	0	0	0	0	0	0	0	SP140
ENST00000392045.8	16	0	0	0	0	0	0	0	0	0	0	0	0	SP140
ENST00000417495.7	16	0	0	0	0	0	0	0	0	0	0	0	0	SP140
ENST00000343805.10	16	0	0	0	0	0	0	0	0	0	0	0	0	SP140
ENST00000273009.10	4	0	0	0	0	0	0	0	0	0	0	0	0	DIS3L2
ENST00000325385.12	4	0	0	0	0	0	0	0	0	0	0	0	0	DIS3L2
ENST00000373450.5	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A8
ENST00000344644.10	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A10
ENST00000354728.5	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A9
ENST00000373426.4	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A7
ENST00000305139.11	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A6
ENST00000373318.6	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000406958.5	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000272972.7	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000401804.6	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000361678.8	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000403283.6	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000473706.5	0	0	0	0	0	0	0	0	0	0	0	0	0	CENPO
ENST00000380834.7	0	0	0	0	0	0	0	0	0	0	0	0	0	CENPO
ENST00000260662.2	0	0	0	0	0	0	0	0	0	0	0	0	0	CENPO
ENST00000517716.2	0	2	4	3	4	0	2	3	7	3	1	3	5	ENSG00000253515
ENST00000602369.3	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000279956
ENST00000452397.1	17	0	0	0	0	2	1	3	1	2	0	3	2	ENSG00000226605
ENST00000355848.7	79	0	0	0	0	0	0	0	0	0	1	0	0	C1D
ENST00000410067.8	79	0	0	0	0	0	0	0	0	0	1	0	0	C1D
ENST00000407324.5	79	0	0	0	0	0	0	0	0	0	1	0	0	C1D
ENST00000409302.1	79	0	0	0	0	0	0	0	0	0	1	0	0	C1D
ENST00000272418.7	11	1	1	3	8	0	0	2	0	2	1	4	5	MRPS5
ENST00000695433.1	11	1	1	3	8	0	0	2	0	2	1	4	5	MRPS5
ENST00000695434.1	11	1	1	3	8	0	0	2	0	2	1	4	5	MRPS5
ENST00000695436.1	11	1	1	3	8	0	0	2	0	2	1	4	5	MRPS5
ENST00000695439.2	11	1	1	3	8	0	0	2	0	2	1	4	5	MRPS5
ENST00000409032.5	11	0	0	0	2	0	0	0	0	0	0	0	0	UXS1
ENST00000316534.8	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000393272.7	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000445609.7	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000675067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000676053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000676028.1	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000355301.8	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000417665.5	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000418527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	NPHP1
ENST00000233336.7	1	2	0	0	0	0	0	0	0	0	0	0	0	TTL
ENST00000434708.1	3	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000290590
ENST00000619650.4	0	0	0	0	0	0	0	0	0	0	1	0	1	ZRANB3
ENST00000263636.5	2	0	0	0	0	0	0	0	0	0	0	0	0	LY75
ENST00000628617.2	0	0	0	0	0	0	0	0	0	0	0	0	0	PSMD14-DT
ENST00000272732.11	4	0	0	2	2	0	0	0	0	1	0	0	0	SCRN3
ENST00000409673.7	4	0	0	2	2	0	0	0	0	1	0	0	0	SCRN3
ENST00000272748.9	1	0	0	0	0	0	0	0	0	0	0	0	0	LNPK
ENST00000544803.5	1	0	0	0	0	0	0	0	0	0	0	0	0	LNPK
ENST00000456895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000238171
ENST00000233156.9	0	3	6	2	0	4	1	2	2	4	3	7	5	TFPI
ENST00000409676.5	0	3	6	2	0	4	1	2	2	4	3	7	5	TFPI
ENST00000339091.8	0	3	6	2	0	4	1	2	2	4	3	7	5	TFPI
ENST00000389175.9	0	0	0	0	0	0	0	0	0	0	0	0	0	CCDC150
ENST00000409270.5	0	0	0	0	0	0	0	0	0	0	0	0	0	CCDC150
ENST00000448951.6	5	2	1	2	3	0	1	3	1	5	4	9	2	LANCL1
ENST00000443314.5	5	2	1	2	3	0	1	3	1	5	4	9	2	LANCL1
ENST00000441020.7	5	2	1	2	3	0	1	3	1	5	4	9	2	LANCL1
ENST00000450366.7	5	2	1	2	3	0	1	3	1	5	4	9	2	LANCL1
ENST00000233714.8	5	2	1	2	3	0	1	3	1	5	4	9	2	LANCL1
ENST00000431941.6	5	2	1	2	3	0	1	3	1	5	4	9	2	LANCL1
ENST00000281828.8	5	0	0	0	0	0	0	0	0	1	0	0	0	FARSB
ENST00000444636.5	2	0	0	0	0	0	0	0	0	0	0	0	0	SP140L
ENST00000415673.7	2	0	0	0	0	0	0	0	0	0	0	0	0	SP140L
ENST00000243810.10	2	0	0	0	0	0	0	0	0	0	0	0	0	SP140L
ENST00000396563.8	2	0	0	0	0	0	0	0	0	0	0	0	0	SP140L
ENST00000458341.1	2	0	0	0	0	0	0	0	0	0	0	0	0	SP140L
ENST00000373414.4	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A5
ENST00000373409.8	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A4
ENST00000482026.6	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT1A3
ENST00000405523.7	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000405002.6	6	0	0	0	0	0	0	0	0	3	0	1	0	ANKMY1
ENST00000687676.1	0	0	0	0	0	0	0	0	0	0	0	0	0	RARB
ENST00000687353.1	0	0	0	0	0	0	0	0	0	0	0	0	0	RARB
ENST00000686715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	RARB
ENST00000383772.9	0	0	0	0	0	0	0	0	0	0	0	0	0	RARB
ENST00000688892.1	0	0	0	0	0	0	0	0	0	0	0	0	0	RARB
ENST00000468888.6	3	0	0	0	0	0	0	0	0	0	0	0	0	CLASP2
ENST00000682230.1	3	0	0	0	0	0	0	0	0	0	0	0	0	CLASP2
ENST00000399362.8	3	0	0	0	0	0	0	0	0	0	0	0	0	CLASP2
ENST00000301831.9	2	0	0	0	0	0	0	2	0	0	0	0	0	ULK4
ENST00000476809.7	0	0	0	0	0	0	0	0	0	0	0	0	0	IQCJ-SCHIP1
ENST00000485419.7	0	0	0	0	0	0	0	0	0	0	0	0	0	IQCJ-SCHIP1
ENST00000638749.2	0	0	0	0	0	0	0	0	0	0	0	0	0	SCHIP1
ENST00000412423.8	0	0	0	0	0	0	0	0	0	0	0	0	0	SCHIP1
ENST00000527095.7	0	0	0	0	0	0	0	0	0	0	0	0	0	SCHIP1
ENST00000396671.7	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000646209.2	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000635992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000283563
ENST00000434693.6	0	0	0	0	0	0	0	0	0	0	0	0	0	RBMS3
ENST00000383767.7	0	0	0	0	0	0	0	0	0	0	0	0	0	RBMS3
ENST00000383766.6	0	0	0	0	0	0	0	0	0	0	0	0	0	RBMS3
ENST00000444716.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MYRIP
ENST00000302541.11	0	0	0	0	0	0	0	0	0	0	0	0	0	MYRIP
ENST00000396217.7	0	0	0	0	0	0	0	0	0	0	0	0	0	MYRIP
ENST00000425621.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MYRIP
ENST00000266037.10	5	0	0	0	0	0	0	0	1	0	0	0	1	DOCK3
ENST00000637424.1	0	0	0	0	0	0	0	0	0	0	0	0	0	CACNA1D
ENST00000474759.6	0	0	0	0	0	0	0	0	0	0	0	0	0	CACNA2D3
ENST00000490478.5	0	0	0	0	0	0	0	0	0	0	0	0	0	CACNA2D3
ENST00000288221.11	0	0	0	0	0	0	0	0	0	0	0	0	0	ERC2
ENST00000492590.6	0	0	0	0	0	0	0	0	0	0	0	0	0	FHIT
ENST00000476844.5	0	0	0	0	0	0	0	0	0	0	0	0	0	FHIT
ENST00000468189.5	0	0	0	0	0	0	0	0	0	0	0	0	0	FHIT
ENST00000398540.8	0	0	0	0	0	0	0	0	0	1	0	0	0	FRMD4B
ENST00000487694.7	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000696629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000696630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000471893.2	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000475334.2	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000461745.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000696593.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000705983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000332191.13	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000490534.2	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO2
ENST00000464233.6	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO1
ENST00000436010.6	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO1
ENST00000618846.4	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO1
ENST00000495273.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO1
ENST00000467549.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBO1
ENST00000383699.8	0	0	0	0	0	0	0	0	0	0	0	0	0	CADM2
ENST00000336596.7	0	0	0	0	0	0	1	0	0	2	0	3	0	EPHA3
ENST00000389672.10	0	0	0	0	0	0	0	0	0	0	0	0	0	EPHA6
ENST00000490035.7	0	0	0	0	0	0	0	0	0	0	0	0	0	LSAMP
ENST00000290913.8	1	0	0	0	0	0	0	0	0	0	0	0	0	CHCHD6
ENST00000508789.5	1	0	0	0	0	0	0	0	0	0	0	0	0	CHCHD6
ENST00000510769.5	0	0	0	0	0	0	0	0	0	0	0	0	0	NEK11
ENST00000383366.9	0	0	0	0	0	0	0	0	0	0	0	0	0	NEK11
ENST00000510688.5	0	0	0	0	0	0	0	0	0	0	0	0	0	NEK11
ENST00000508196.5	0	0	0	0	0	0	0	0	0	0	0	0	0	NEK11
ENST00000321871.11	0	0	0	0	0	0	0	0	0	0	0	0	0	TMEM108
ENST00000508711.5	0	0	0	0	0	0	0	0	0	0	0	0	0	TMEM108
ENST00000515826.1	0	0	0	0	0	0	0	0	0	0	0	0	0	TMEM108
ENST00000662234.1	0	0	0	0	0	0	0	0	0	0	0	0	0	COPB2-DT
ENST00000658348.1	0	0	0	0	0	0	0	0	0	0	0	0	0	COPB2-DT
ENST00000660194.1	0	0	0	0	0	0	0	0	0	0	0	0	0	COPB2-DT
ENST00000458420.7	0	0	0	0	0	0	0	0	0	0	0	0	0	CLSTN2
ENST00000316549.11	3	0	0	0	0	0	0	0	0	0	0	0	0	SLC9A9
ENST00000389636.9	0	0	0	0	0	0	0	0	0	0	0	0	0	KCNAB1
ENST00000490337.6	0	0	0	0	0	0	0	0	0	0	0	0	0	KCNAB1
ENST00000471742.5	0	0	0	0	0	0	0	0	0	0	0	0	0	KCNAB1
ENST00000661961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000287916
ENST00000392833.6	0	0	0	0	0	0	0	0	0	0	0	0	0	VEPH1
ENST00000362010.7	0	0	0	0	0	0	0	0	0	0	0	0	0	VEPH1
ENST00000392832.6	0	0	0	0	0	0	0	0	0	0	0	0	0	VEPH1
ENST00000480820.5	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000295930.7	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000482822.3	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000476899.6	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000683899.1	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000684604.1	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000682164.1	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000464171.5	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000611884.5	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000312179.10	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000475278.6	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000683137.1	10	0	0	0	0	0	0	0	0	0	0	0	0	RSRC1
ENST00000483754.1	4	0	0	0	0	0	0	0	0	0	1	0	0	TRIM59-IFT80
ENST00000454872.6	0	0	0	0	0	0	0	0	0	0	1	0	0	NAALADL2
ENST00000414139.6	21	0	0	0	0	0	0	0	0	0	0	0	0	LPP
ENST00000617246.5	21	0	0	0	0	0	0	0	0	0	0	0	0	LPP
ENST00000420410.6	21	0	0	0	0	0	0	0	0	0	0	0	0	LPP
ENST00000618621.5	21	0	0	0	0	0	0	0	0	0	0	0	0	LPP
ENST00000418658.6	0	0	0	0	0	0	0	0	0	0	0	0	0	CNTN4
ENST00000397461.5	0	0	0	0	0	0	0	0	0	0	0	0	0	CNTN4
ENST00000427331.5	0	0	0	0	0	0	0	0	0	0	0	0	0	CNTN4
ENST00000668643.1	0	0	0	0	0	0	0	1	0	0	0	0	0	ENSG00000189229
ENST00000655753.1	0	0	0	0	0	0	0	1	0	0	0	0	0	ENSG00000189229
ENST00000264926.7	6	0	0	0	0	0	0	0	0	0	0	0	0	RAD18
ENST00000621198.5	0	0	0	0	0	0	0	0	0	0	0	0	0	SYN2
ENST00000620175.4	0	0	0	0	0	0	0	0	0	0	0	0	0	SYN2
ENST00000253692.11	0	0	0	0	0	0	0	0	0	0	0	0	0	TBC1D5
ENST00000696125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	TBC1D5
ENST00000429383.8	0	0	0	0	0	0	0	0	0	0	0	0	0	TBC1D5
ENST00000446818.6	0	0	0	0	0	0	0	0	0	0	0	0	0	TBC1D5
ENST00000328405.7	0	0	0	0	0	0	0	0	0	2	0	0	0	KCNH8
ENST00000670571.1	1	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000287069
ENST00000668274.1	1	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000287069
ENST00000425792.5	0	0	0	0	0	0	0	0	0	0	0	0	0	UBE2E2
ENST00000396703.6	0	0	0	0	0	0	0	0	0	0	0	0	0	UBE2E2
ENST00000356447.9	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000646432.1	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000643772.1	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000645139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000642307.1	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000644321.1	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000416420.5	0	0	0	0	0	0	0	0	0	0	0	0	0	THRB
ENST00000383768.7	0	0	0	0	0	0	0	0	0	0	0	0	0	ZCWPW2
ENST00000484457.6	0	0	0	0	0	0	0	0	0	0	0	0	0	FBXL2
ENST00000302328.9	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN11A
ENST00000668754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN11A
ENST00000456224.7	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN11A
ENST00000675892.1	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN11A
ENST00000676176.1	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN11A
ENST00000444237.2	0	0	0	0	0	0	0	0	0	0	0	0	0	SCN11A
ENST00000539167.2	0	0	0	0	0	0	0	0	0	0	0	0	0	MYRIP
ENST00000292246.8	0	0	0	0	0	0	0	0	0	0	0	0	0	ANO10
ENST00000350459.8	0	0	0	0	0	0	0	0	0	0	0	0	0	ANO10
ENST00000396091.7	0	0	0	0	0	0	0	0	0	0	0	0	0	ANO10
ENST00000414522.6	0	0	0	0	0	0	0	0	0	0	0	0	0	ANO10
ENST00000451430.6	0	0	0	0	0	0	0	0	0	0	0	0	0	ANO10
ENST00000460241.2	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000206549
ENST00000641183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000284672
ENST00000338458.8	0	0	0	0	0	0	0	0	0	0	0	0	0	ARHGEF3
ENST00000351747.6	0	0	0	0	0	0	0	0	0	0	0	0	0	DNAH12
